id,division,round,visitorGoals,timestamp
1035,2,11,0,60130800
1036,2,11,0,60130800
1037,2,12,0,60735600
1038,2,12,2,60735600
1039,2,12,1,60735600
1040,2,12,0,60735600
1041,2,12,0,60735600
1042,2,12,0,60735600
1043,2,12,0,60735600
1044,2,12,1,60735600
1045,2,12,0,60735600
1046,2,12,3,60908400
1047,2,13,0,61340400
1048,2,13,1,61340400
1049,2,13,0,61340400
1050,2,13,2,61340400
1051,2,13,0,61340400
1052,2,13,0,61340400
1053,2,13,0,61340400
1054,2,13,2,61340400
1055,2,13,1,61340400
1056,2,13,0,61340400
1057,2,14,0,61945200
1058,2,14,0,61945200
1059,2,14,3,61945200
1060,2,14,0,61945200
1061,2,14,1,61945200
1062,2,14,1,61945200
1063,2,14,1,61945200
1064,2,14,0,61945200
1065,2,14,0,61945200
1066,2,14,0,61945200
1067,2,15,0,76197600
1068,2,15,0,76197600
1069,2,15,2,76197600
1070,2,15,0,76197600
1071,2,15,0,76197600
1072,2,15,1,76197600
1073,2,15,1,76197600
1074,2,15,1,76197600
1075,2,15,5,76197600
1076,2,15,0,76197600
1077,2,16,0,63068400
1078,2,16,0,63154800
1079,2,16,2,63154800
1080,2,16,1,63154800
1081,2,16,3,63154800
1082,2,16,1,63154800
1083,2,16,2,63154800
1084,2,16,0,63154800
1085,2,16,0,63154800
1086,2,16,4,63154800
1087,2,17,0,58316400
1088,2,17,0,63500400
1089,2,17,1,63500400
1090,2,17,0,63500400
1091,2,17,0,63500400
1092,2,17,0,63500400
1093,2,17,0,63500400
1094,2,17,0,63500400
1095,2,17,0,63500400
1096,2,17,0,63500400
1097,2,18,0,63759600
1098,2,18,0,63759600
1099,2,18,1,63759600
1100,2,18,1,63759600
1101,2,18,0,63759600
1102,2,18,1,63759600
1103,2,18,0,63759600
1104,2,18,1,63759600
1105,2,18,0,63759600
1106,2,18,0,63759600
1107,2,19,0,64278000
1108,2,19,1,64364400
1109,2,19,1,64364400
1110,2,19,0,64364400
1111,2,19,3,64364400
1112,2,19,1,64364400
1113,2,19,0,64364400
1114,2,19,2,64364400
1115,2,19,1,64364400
1116,2,19,1,64364400
1117,2,20,0,64969200
1118,2,20,0,64969200
1119,2,20,0,64969200
1120,2,20,0,64969200
1121,2,20,0,64969200
1122,2,20,0,64969200
1123,2,20,0,64969200
1124,2,20,2,64969200
1125,2,20,0,64969200
1126,2,20,0,64969200
1127,2,21,0,65574000
1128,2,21,0,65574000
1129,2,21,1,65574000
1130,2,21,0,65574000
1131,2,21,0,65574000
1132,2,21,0,65574000
1133,2,21,0,65574000
1134,2,21,1,65574000
1135,2,21,1,65574000
1136,2,21,0,65574000
1137,2,22,1,66178800
1138,2,22,0,66178800
1139,2,22,0,66178800
1140,2,22,0,66178800
1141,2,22,2,66178800
1142,2,22,0,66178800
1143,2,22,1,66178800
1144,2,22,0,66178800
1145,2,22,1,66178800
1146,2,22,0,66178800
1147,2,23,0,66783600
1148,2,23,1,66783600
1149,2,23,0,66783600
1150,2,23,2,66783600
1151,2,23,0,66783600
1152,2,23,1,66783600
1153,2,23,1,66783600
1154,2,23,0,66783600
1155,2,23,2,66783600
1156,2,23,0,66783600
1157,2,24,0,67388400
1158,2,24,1,67388400
1159,2,24,0,67388400
1160,2,24,1,67388400
1161,2,24,2,67388400
1162,2,24,3,67388400
1163,2,24,1,67388400
1164,2,24,1,67388400
1165,2,24,3,67388400
1166,2,24,0,67388400
1167,2,25,0,67993200
1168,2,25,0,67993200
1169,2,25,1,67993200
1170,2,25,0,67993200
1171,2,25,0,67993200
1172,2,25,0,67993200
1173,2,25,0,67993200
1174,2,25,0,67993200
1175,2,25,2,67993200
1176,2,25,1,67993200
1177,2,26,0,68598000
1178,2,26,0,68598000
1179,2,26,0,68598000
1180,2,26,1,68598000
1181,2,26,0,68598000
1182,2,26,1,68598000
1183,2,26,1,68598000
1184,2,26,0,68598000
1185,2,26,0,68598000
1186,2,26,0,68598000
1187,2,27,1,69202800
1188,2,27,0,69202800
1189,2,27,0,69202800
1190,2,27,0,69202800
1191,2,27,0,69202800
1192,2,27,0,69202800
1193,2,27,0,69202800
1194,2,27,0,69202800
1195,2,27,1,69202800
1196,2,27,2,69202800
1197,2,28,1,69807600
1198,2,28,0,69807600
1199,2,28,0,69807600
1200,2,28,0,69807600
1201,2,28,0,69807600
1202,2,28,1,69807600
1203,2,28,0,69807600
1204,2,28,0,69807600
1205,2,28,1,69807600
1206,2,28,0,69980400
1207,2,29,2,70412400
1208,2,29,0,70412400
1209,2,29,0,70412400
1210,2,29,0,70412400
1211,2,29,1,70412400
1212,2,29,0,70412400
1213,2,29,1,70412400
1214,2,29,0,70412400
1215,2,29,1,70412400
1216,2,29,0,70412400
1217,2,30,0,71013600
1218,2,30,0,71013600
1219,2,30,1,71013600
1220,2,30,1,71013600
1221,2,30,0,71013600
1222,2,30,0,71013600
1223,2,30,1,71013600
1224,2,30,1,71013600
1225,2,30,3,71013600
1226,2,30,1,71100000
1227,2,31,0,71618400
1228,2,31,0,71618400
1229,2,31,0,71618400
1230,2,31,0,71618400
1231,2,31,0,71618400
1232,2,31,1,71618400
1233,2,31,0,71618400
1234,2,31,2,71618400
1235,2,31,1,71618400
1236,2,31,1,71618400
1237,2,32,2,72223200
1238,2,32,1,72223200
1239,2,32,0,72223200
1240,2,32,1,72223200
1241,2,32,2,72223200
1242,2,32,0,72223200
1243,2,32,0,72223200
1244,2,32,0,72223200
1245,2,32,0,72223200
1246,2,32,1,72223200
1247,2,33,1,72741600
1248,2,33,1,72741600
1249,2,33,0,72828000
1250,2,33,0,72828000
1251,2,33,1,72828000
1252,2,33,0,72828000
1253,2,33,0,72828000
1254,2,33,0,72828000
1255,2,33,3,72828000
1256,2,33,2,72828000
1257,2,34,0,73432800
1258,2,34,0,73432800
1259,2,34,1,73432800
1260,2,34,1,73432800
1261,2,34,1,73432800
1262,2,34,0,73432800
1263,2,34,1,73432800
1264,2,34,2,73432800
1265,2,34,1,73432800
1266,2,34,1,73432800
1267,2,35,0,73951200
1268,2,35,1,74037600
1269,2,35,0,74037600
1270,2,35,0,74037600
1271,2,35,0,74037600
1272,2,35,0,74037600
1273,2,35,0,74037600
1274,2,35,1,74037600
1275,2,35,1,74037600
1276,2,35,0,74037600
1277,2,36,3,74296800
1278,2,36,1,74296800
1279,2,36,0,74383200
1280,2,36,0,74383200
1281,2,36,0,74383200
1282,2,36,0,74383200
1283,2,36,1,74383200
1284,2,36,1,74383200
1285,2,36,0,74383200
1286,2,36,1,74383200
1287,2,37,0,74642400
1288,2,37,0,74642400
1289,2,37,0,74642400
1290,2,37,1,74642400
1291,2,37,0,74642400
1292,2,37,1,74642400
1293,2,37,2,74642400
1294,2,37,0,74642400
1295,2,37,0,74642400
1296,2,37,2,74642400
1297,2,38,0,75160800
1298,2,38,0,75160800
1299,2,38,1,75247200
1300,2,38,1,75247200
1301,2,38,0,75247200
1302,2,38,1,75247200
1303,2,38,3,75247200
1304,2,38,0,75247200
1305,2,38,0,75247200
1306,2,38,0,75247200
1307,1,1,0,84232800
1308,1,1,0,84232800
1309,1,1,1,84232800
1310,1,1,0,84232800
1311,1,1,3,84319200
1312,1,1,1,84319200
1313,1,1,0,84319200
1314,1,1,3,84319200
1315,1,1,1,84319200
1316,1,2,1,84837600
1317,1,2,2,84837600
1318,1,2,0,84837600
1319,1,2,1,84837600
1320,1,2,0,84924000
1321,1,2,0,84924000
1322,1,2,1,84924000
1323,1,2,2,84924000
1324,1,2,0,84924000
1325,1,3,1,85442400
1326,1,3,0,85442400
1327,1,3,1,85528800
1328,1,3,2,85528800
1329,1,3,4,85528800
1330,1,3,1,85528800
1331,1,3,1,85528800
1332,1,3,1,85528800
1333,1,3,0,85528800
1334,1,4,0,86047200
1335,1,4,0,86047200
1336,1,4,1,86047200
1337,1,4,0,86047200
1338,1,4,2,86133600
1339,1,4,1,86133600
1340,1,4,0,86133600
1341,1,4,0,86133600
1342,1,4,0,86133600
1343,1,5,0,86738400
1344,1,5,0,86738400
1345,1,5,0,86738400
1346,1,5,0,86738400
1347,1,5,1,86738400
1348,1,5,0,86738400
1349,1,5,0,86738400
1350,1,5,0,86738400
1351,1,5,0,86738400
1352,1,6,0,87256800
1353,1,6,0,87256800
1354,1,6,1,87256800
1355,1,6,0,87256800
1356,1,6,0,87256800
1357,1,6,1,87256800
1358,1,6,0,87256800
1359,1,6,1,87343200
1360,1,6,0,87343200
1361,1,7,1,88466400
1362,1,7,3,88466400
1363,1,7,0,88552800
1364,1,7,1,88552800
1365,1,7,0,88552800
1366,1,7,1,88552800
1367,1,7,2,88552800
1368,1,7,2,88552800
1369,1,7,0,88552800
1370,1,8,1,89157600
1371,1,8,0,89157600
1372,1,8,0,89157600
1373,1,8,1,89157600
1374,1,8,1,89157600
1375,1,8,1,89157600
1376,1,8,0,89157600
1377,1,8,0,89157600
1378,1,8,0,89157600
1379,1,9,1,89679600
1380,1,9,1,89679600
1381,1,9,0,89766000
1382,1,9,1,89766000
1383,1,9,0,89766000
1384,1,9,0,89766000
1385,1,9,0,89766000
1386,1,9,1,89766000
1387,1,9,2,89766000
1388,1,10,0,90370800
1389,1,10,1,90370800
1390,1,10,1,90370800
1391,1,10,0,90370800
1392,1,10,0,90370800
1393,1,10,2,90370800
1394,1,10,0,90370800
1395,1,10,0,90370800
1396,1,10,0,90370800
1397,1,11,1,90975600
1398,1,11,1,90975600
1399,1,11,1,90975600
1400,1,11,3,90975600
1401,1,11,2,90975600
1402,1,11,0,90975600
1403,1,11,2,90975600
1404,1,11,1,90975600
1405,1,11,1,90975600
1406,1,12,2,91494000
1407,1,12,3,91580400
1408,1,12,0,91580400
1409,1,12,2,91580400
1410,1,12,2,91580400
1411,1,12,1,91580400
1412,1,12,1,91580400
1413,1,12,1,91580400
1414,1,12,0,91580400
1415,1,13,1,92185200
1416,1,13,0,92185200
1417,1,13,1,92185200
1418,1,13,0,92185200
1419,1,13,0,92185200
1420,1,13,0,92185200
1421,1,13,1,92185200
1422,1,13,1,92185200
1423,1,13,1,92185200
1424,1,14,0,92703600
1425,1,14,1,92790000
1426,1,14,0,92790000
1427,1,14,0,92790000
1428,1,14,0,92790000
1429,1,14,0,92790000
1430,1,14,0,92790000
1431,1,14,1,92790000
1432,1,14,1,92790000
1433,1,15,1,93394800
1434,1,15,0,93394800
1435,1,15,1,93394800
1436,1,15,0,93394800
1437,1,15,1,93394800
1438,1,15,1,93394800
1439,1,15,0,93394800
1440,1,15,2,93394800
1441,1,15,0,93394800
1442,1,16,0,94518000
1443,1,16,0,94518000
1444,1,16,1,94518000
1445,1,16,0,94604400
1446,1,16,0,94604400
1447,1,16,1,94604400
1448,1,16,0,94604400
1449,1,16,1,94604400
1450,1,16,0,94604400
1451,1,17,1,95209200
1452,1,17,0,95209200
1453,1,17,1,95209200
1454,1,17,0,95209200
1455,1,17,0,95209200
1456,1,17,0,95209200
1457,1,17,0,95209200
1458,1,17,0,95209200
1459,1,17,2,95209200
1460,1,18,0,96418800
1461,1,18,0,96418800
1462,1,18,1,96418800
1463,1,18,2,96418800
1464,1,18,1,96418800
1465,1,18,0,96418800
1466,1,18,0,96418800
1467,1,18,2,96418800
1468,1,18,0,96418800
1469,1,19,0,96937200
1470,1,19,1,97023600
1471,1,19,0,97023600
1472,1,19,0,97023600
1473,1,19,0,97023600
1474,1,19,0,97023600
1475,1,19,0,97023600
1476,1,19,0,97023600
1477,1,19,0,97023600
1478,1,20,1,97628400
1479,1,20,0,97628400
1480,1,20,0,97628400
1481,1,20,0,97628400
1482,1,20,0,97628400
1483,1,20,0,97628400
1484,1,20,1,97628400
1485,1,20,0,97628400
1486,1,20,0,97628400
1487,1,21,2,98146800
1488,1,21,2,98233200
1489,1,21,0,98233200
1490,1,21,0,98233200
1491,1,21,0,98233200
1492,1,21,0,98233200
1493,1,21,0,98233200
1494,1,21,0,98233200
1495,1,21,1,98233200
1496,1,22,0,99442800
1497,1,22,0,99442800
1498,1,22,0,99442800
1499,1,22,1,99442800
1500,1,22,1,99442800
1501,1,22,0,99442800
1502,1,22,0,99442800
1503,1,22,0,99442800
1504,1,22,1,99442800
1505,1,23,0,99961200
1506,1,23,1,100047600
1507,1,23,1,100047600
1508,1,23,1,100047600
1509,1,23,1,100047600
1510,1,23,1,100047600
1511,1,23,0,100047600
1512,1,23,2,100047600
1513,1,23,2,100047600
1514,1,24,1,100652400
1515,1,24,0,100652400
1516,1,24,0,100652400
1517,1,24,1,100652400
1518,1,24,1,100652400
1519,1,24,1,100652400
1520,1,24,0,100652400
1521,1,24,1,100652400
1522,1,24,1,100825200
1523,1,25,0,101170800
1524,1,25,1,101257200
1525,1,25,0,101257200
1526,1,25,1,101257200
1527,1,25,0,101257200
1528,1,25,0,101257200
1529,1,25,0,101257200
1530,1,25,0,101257200
1531,1,25,0,101257200
1532,1,26,1,101775600
1533,1,26,0,101862000
1534,1,26,0,101862000
1535,1,26,1,101862000
1536,1,26,1,101862000
1537,1,26,2,101862000
1538,1,26,1,101862000
1539,1,26,0,101862000
1540,1,26,1,101862000
1541,1,27,1,102376800
1542,1,27,0,102463200
1543,1,27,0,102463200
1544,1,27,1,102463200
1545,1,27,1,102463200
1546,1,27,0,102463200
1547,1,27,2,102463200
1548,1,27,0,102463200
1549,1,27,1,102463200
1550,1,28,1,102981600
1551,1,28,1,102981600
1552,1,28,0,103068000
1553,1,28,0,103068000
1554,1,28,0,103068000
1555,1,28,0,103068000
1556,1,28,3,103068000
1557,1,28,1,103068000
1558,1,28,0,103068000
1559,1,29,1,103672800
1560,1,29,1,103672800
1561,1,29,2,103672800
1562,1,29,3,103672800
1563,1,29,0,103672800
1564,1,29,1,103672800
1565,1,29,1,103672800
1566,1,29,0,103672800
1567,1,29,2,103672800
1568,1,30,0,104191200
1569,1,30,1,104191200
1570,1,30,1,104277600
1571,1,30,2,104277600
1572,1,30,1,104277600
1573,1,30,0,104277600
1574,1,30,0,104277600
1575,1,30,1,104277600
1576,1,30,2,104277600
1577,1,31,0,104796000
1578,1,31,1,104796000
1579,1,31,1,104796000
1580,1,31,1,104796000
1581,1,31,0,104796000
1582,1,31,0,104796000
1583,1,31,0,104796000
1584,1,31,1,104796000
1585,1,31,3,105746400
1586,1,32,0,105400800
1587,1,32,1,105400800
1588,1,32,1,105487200
1589,1,32,0,105487200
1590,1,32,3,105487200
1591,1,32,2,105487200
1592,1,32,0,105487200
1593,1,32,0,105487200
1594,1,32,1,105487200
1595,1,33,0,106005600
1596,1,33,0,106092000
1597,1,33,0,106092000
1598,1,33,2,106092000
1599,1,33,1,106092000
1600,1,33,2,106092000
1601,1,33,0,106092000
1602,1,33,0,106092000
1603,1,33,1,106092000
1604,1,34,1,106610400
1605,1,34,1,106696800
1606,1,34,1,106696800
1607,1,34,1,106696800
1608,1,34,1,106696800
1609,1,34,0,106696800
1610,1,34,0,106696800
1611,1,34,0,106696800
1612,1,34,0,106696800
1613,2,1,1,84232800
1614,2,1,0,84232800
1615,2,1,0,84232800
1616,2,1,1,84319200
1617,2,1,1,84319200
1618,2,1,1,84319200
1619,2,1,0,84319200
1620,2,1,1,84319200
1621,2,1,2,84319200
1622,2,1,2,84319200
1623,2,2,0,84837600
1624,2,2,1,84924000
1625,2,2,3,84924000
1626,2,2,3,84924000
1627,2,2,0,84924000
1628,2,2,1,84924000
1629,2,2,0,84924000
1630,2,2,0,84924000
1631,2,2,2,84924000
1632,2,2,1,84924000
1633,2,3,1,85442400
1634,2,3,1,85442400
1635,2,3,0,85528800
1636,2,3,2,85528800
1637,2,3,2,85528800
1638,2,3,1,85528800
1639,2,3,0,85528800
1640,2,3,2,85528800
1641,2,3,1,85528800
1642,2,3,0,85528800
1643,2,4,2,86047200
1644,2,4,0,86133600
1645,2,4,0,86133600
1646,2,4,0,86133600
1647,2,4,2,86133600
1648,2,4,0,86133600
1649,2,4,0,86133600
1650,2,4,0,86133600
1651,2,4,0,86133600
1652,2,4,1,86133600
1653,2,5,0,86738400
1654,2,5,0,86738400
1655,2,5,0,86738400
1656,2,5,0,86738400
1657,2,5,1,86738400
1658,2,5,0,86738400
1659,2,5,0,86738400
1660,2,5,0,86738400
1661,2,5,1,86738400
1662,2,5,2,86738400
1663,2,6,1,87256800
1664,2,6,0,87343200
1665,2,6,0,87343200
1666,2,6,3,87343200
1667,2,6,1,87343200
1668,2,6,0,87343200
1669,2,6,0,87343200
1670,2,6,0,87343200
1671,2,6,1,87343200
1672,2,6,1,87343200
1673,2,7,3,87948000
1674,2,7,0,87948000
1675,2,7,1,87948000
1676,2,7,0,87948000
1677,2,7,2,87948000
1678,2,7,0,87948000
1679,2,7,2,87948000
1680,2,7,0,87948000
1681,2,7,3,87948000
1682,2,7,1,87948000
1683,2,8,1,88552800
1684,2,8,0,88552800
1685,2,8,1,88552800
1686,2,8,0,88552800
1687,2,8,0,88552800
1688,2,8,1,88552800
1689,2,8,0,88552800
1690,2,8,0,88552800
1691,2,8,1,88552800
1692,2,8,1,90716400
1693,2,9,2,89157600
1694,2,9,1,89157600
1695,2,9,1,89157600
1696,2,9,1,89157600
1697,2,9,0,89157600
1698,2,9,0,89157600
1699,2,9,1,89157600
1700,2,9,0,89157600
1701,2,9,1,89157600
1702,2,9,1,89157600
1703,2,10,0,89766000
1704,2,10,0,89766000
1705,2,10,0,89766000
1706,2,10,0,89766000
1707,2,10,1,89766000
1708,2,10,0,89766000
1709,2,10,0,89766000
1710,2,10,0,89766000
1711,2,10,0,89766000
1712,2,10,0,89766000
1713,2,11,0,90370800
1714,2,11,0,90370800
1715,2,11,0,90370800
1716,2,11,0,90370800
1717,2,11,0,90370800
1718,2,11,1,90370800
1719,2,11,1,90370800
1720,2,11,1,90370800
1721,2,11,3,90370800
1722,2,11,1,90370800
1723,2,12,0,90975600
1724,2,12,0,90975600
1725,2,12,0,90975600
1726,2,12,1,90975600
1727,2,12,1,90975600
1728,2,12,2,90975600
1729,2,12,3,90975600
1730,2,12,1,90975600
1731,2,12,1,90975600
1732,2,12,0,90975600
1733,2,13,1,91580400
1734,2,13,1,91580400
1735,2,13,0,91580400
1736,2,13,0,91580400
1737,2,13,0,91580400
1738,2,13,1,91580400
1739,2,13,0,91580400
1740,2,13,0,91580400
1741,2,13,0,91580400
1742,2,13,0,91580400
1743,2,14,0,92185200
1744,2,14,0,92185200
1745,2,14,1,92185200
1746,2,14,1,92185200
1747,2,14,0,92185200
1748,2,14,0,92185200
1749,2,14,2,92185200
1750,2,14,2,92185200
1751,2,14,1,92185200
1752,2,14,0,92185200
1753,2,15,0,92790000
1754,2,15,0,92790000
1755,2,15,1,92790000
1756,2,15,1,92790000
1757,2,15,1,92790000
1758,2,15,0,92790000
1759,2,15,0,92790000
1760,2,15,0,92790000
1761,2,15,1,92790000
1762,2,15,0,92790000
1763,2,16,1,93394800
1764,2,16,1,93394800
1765,2,16,1,93394800
1766,2,16,2,93394800
1767,2,16,0,93394800
1768,2,16,1,93394800
1769,2,16,0,93394800
1770,2,16,0,93394800
1771,2,16,2,93394800
1772,2,16,0,93394800
1773,2,17,1,94431600
1774,2,17,1,94604400
1775,2,17,0,94604400
1776,2,17,1,94604400
1777,2,17,0,94604400
1778,2,17,0,94604400
1779,2,17,0,94604400
1780,2,17,0,94604400
1781,2,17,0,94604400
1782,2,17,0,94604400
1783,2,18,0,95122800
1784,2,18,1,95209200
1785,2,18,1,95209200
1786,2,18,1,95209200
1787,2,18,1,95209200
1788,2,18,1,95209200
1789,2,18,0,95209200
1790,2,18,0,95209200
1791,2,18,1,95209200
1792,2,18,2,95209200
1793,2,19,0,95814000
1794,2,19,0,95814000
1795,2,19,0,95814000
1796,2,19,1,95814000
1797,2,19,0,95814000
1798,2,19,0,95814000
1799,2,19,0,95814000
1800,2,19,0,95814000
1801,2,19,1,95814000
1802,2,19,0,95814000
1803,2,20,0,96332400
1804,2,20,1,96418800
1805,2,20,0,96418800
1806,2,20,1,96418800
1807,2,20,0,96418800
1808,2,20,0,96418800
1809,2,20,0,96418800
1810,2,20,0,96418800
1811,2,20,2,96418800
1812,2,20,1,96418800
1813,2,21,0,97023600
1814,2,21,1,97023600
1815,2,21,0,97023600
1816,2,21,1,97023600
1817,2,21,2,97023600
1818,2,21,2,97023600
1819,2,21,2,97023600
1820,2,21,0,97023600
1821,2,21,0,97023600
1822,2,21,0,97023600
1823,2,22,1,97542000
1824,2,22,1,97628400
1825,2,22,1,97628400
1826,2,22,0,97628400
1827,2,22,1,97628400
1828,2,22,0,97628400
1829,2,22,1,97628400
1830,2,22,1,97628400
1831,2,22,0,97628400
1832,2,22,0,97628400
1833,2,23,0,98233200
1834,2,23,1,98233200
1835,2,23,1,98233200
1836,2,23,1,98233200
1837,2,23,0,98233200
1838,2,23,1,98233200
1839,2,23,0,98233200
1840,2,23,1,98233200
1841,2,23,0,98233200
1842,2,23,1,98233200
1843,2,24,0,98838000
1844,2,24,0,98838000
1845,2,24,0,98838000
1846,2,24,1,98838000
1847,2,24,0,98838000
1848,2,24,2,98838000
1849,2,24,0,98838000
1850,2,24,1,98838000
1851,2,24,1,98838000
1852,2,24,3,98838000
1853,2,25,1,99442800
1854,2,25,0,99442800
1855,2,25,0,99442800
1856,2,25,0,99442800
1857,2,25,0,99442800
1858,2,25,1,99442800
1859,2,25,0,99442800
1860,2,25,0,99442800
1861,2,25,0,99442800
1862,2,25,0,99442800
1863,2,26,1,100047600
1864,2,26,0,100047600
1865,2,26,0,100047600
1866,2,26,0,100047600
1867,2,26,1,100047600
1868,2,26,1,100047600
1869,2,26,1,100047600
1870,2,26,0,100047600
1871,2,26,1,100047600
1872,2,26,1,100047600
1873,2,27,1,100566000
1874,2,27,0,100652400
1875,2,27,3,100652400
1876,2,27,0,100652400
1877,2,27,2,100652400
1878,2,27,1,100652400
1879,2,27,0,100652400
1880,2,27,1,100652400
1881,2,27,0,100652400
1882,2,27,0,100652400
1883,2,28,0,101170800
1884,2,28,0,101257200
1885,2,28,0,101257200
1886,2,28,0,101257200
1887,2,28,0,101257200
1888,2,28,0,101257200
1889,2,28,0,101257200
1890,2,28,1,101257200
1891,2,28,1,101257200
1892,2,28,0,101257200
1893,2,29,1,101775600
1894,2,29,0,101775600
1895,2,29,1,101862000
1896,2,29,1,101862000
1897,2,29,0,101862000
1898,2,29,0,101862000
1899,2,29,0,101862000
1900,2,29,0,101862000
1901,2,29,0,101862000
1902,2,29,1,101862000
1903,2,30,0,102463200
1904,2,30,1,102463200
1905,2,30,0,102463200
1906,2,30,4,102463200
1907,2,30,1,102463200
1908,2,30,1,102463200
1909,2,30,2,102463200
1910,2,30,0,102463200
1911,2,30,0,102463200
1912,2,30,4,102463200
1913,2,31,1,103068000
1914,2,31,0,103068000
1915,2,31,0,103068000
1916,2,31,1,103068000
1917,2,31,1,103068000
1918,2,31,0,103068000
1919,2,31,1,103068000
1920,2,31,1,103068000
1921,2,31,1,103068000
1922,2,31,2,103068000
1923,2,32,2,103586400
1924,2,32,2,103672800
1925,2,32,0,103672800
1926,2,32,0,103672800
1927,2,32,0,103672800
1928,2,32,0,103672800
1929,2,32,0,103672800
1930,2,32,0,103672800
1931,2,32,0,103672800
1932,2,32,2,103672800
1933,2,33,0,104277600
1934,2,33,1,104277600
1935,2,33,0,104277600
1936,2,33,1,104277600
1937,2,33,0,104277600
1938,2,33,3,104277600
1939,2,33,0,104277600
1940,2,33,3,104277600
1941,2,33,0,104277600
1942,2,33,0,104277600
1943,2,34,0,104796000
1944,2,34,1,104882400
1945,2,34,1,104882400
1946,2,34,0,104882400
1947,2,34,1,104882400
1948,2,34,1,104882400
1949,2,34,1,104882400
1950,2,34,2,104882400
1951,2,34,0,104882400
1952,2,34,1,104882400
1953,2,35,0,105400800
1954,2,35,1,105487200
1955,2,35,1,105487200
1956,2,35,2,105487200
1957,2,35,2,105487200
1958,2,35,0,105487200
1959,2,35,1,105487200
1960,2,35,0,105487200
1961,2,35,3,105487200
1962,2,35,3,105487200
1963,2,36,0,106005600
1964,2,36,2,106005600
1965,2,36,1,106005600
1966,2,36,0,106092000
1967,2,36,3,106092000
1968,2,36,0,106092000
1969,2,36,0,106092000
1970,2,36,1,106092000
1971,2,36,1,106092000
1972,2,36,2,106092000
1973,2,37,2,106696800
1974,2,37,2,106696800
1975,2,37,2,106696800
1976,2,37,0,106696800
1977,2,37,1,106696800
1978,2,37,0,106696800
1979,2,37,0,106696800
1980,2,37,0,106696800
1981,2,37,1,106696800
1982,2,37,1,106696800
1983,2,38,0,107301600
1984,2,38,1,107301600
1985,2,38,1,107301600
1986,2,38,1,107301600
1987,2,38,1,107301600
1988,2,38,0,107301600
1989,2,38,2,107301600
1990,2,38,1,107301600
1991,2,38,1,107301600
1992,2,38,1,107301600
1993,1,1,0,115682400
1994,1,1,2,115682400
1995,1,1,0,115682400
1996,1,1,1,115682400
1997,1,1,1,115768800
1998,1,1,0,115768800
1999,1,1,3,115768800
